"From.country","To.country","Jury.A","Jury.B","Jury.C","Jury.D","Jury.E","Jury.Rank","Televote.Rank","Jury.Points","Televote.Points"
"Moldova","Czech Republic",13,26,6,6,12,12,26,NA,NA
"Moldova","The Netherlands",18,11,19,22,20,19,25,NA,NA
"Moldova","Azerbaijan",19,25,26,25,24,26,3,NA,8
"Moldova","Hungary",14,17,24,21,16,21,11,NA,NA
"Moldova","Italy",8,22,20,20,21,20,13,NA,NA
"Moldova","Israel",9,18,18,19,15,15,21,NA,NA
"Moldova","Bulgaria",24,21,23,14,22,23,9,NA,2
"Moldova","Sweden",4,9,5,5,7,5,12,6,NA
"Moldova","Germany",20,24,13,23,23,22,18,NA,NA
"Moldova","France",23,7,14,24,17,17,5,NA,6
"Moldova","Poland",21,20,22,26,18,24,14,NA,NA
"Moldova","Australia",1,2,1,3,3,2,6,10,5
"Moldova","Cyprus",16,12,11,7,5,9,16,2,NA
"Moldova","Serbia",25,13,4,15,10,13,22,NA,NA
"Moldova","Lithuania",6,6,12,8,11,7,8,4,3
"Moldova","Croatia",15,15,15,2,8,10,24,1,NA
"Moldova","Russia",3,3,10,9,4,4,1,7,12
"Moldova","Spain",12,4,3,4,6,3,17,8,NA
"Moldova","Latvia",17,16,21,10,14,14,10,NA,1
"Moldova","Ukraine",2,1,2,1,1,1,2,12,10
"Moldova","Malta",7,10,9,13,9,8,19,3,NA
"Moldova","Georgia",26,23,25,12,26,25,23,NA,NA
"Moldova","Austria",11,19,17,17,25,18,7,NA,4
"Moldova","United Kingdom",10,14,7,18,13,11,20,NA,NA
"Moldova","Armenia",5,5,8,11,2,6,4,5,7
"Montenegro","Belgium",22,5,11,11,5,8,16,3,NA
"Montenegro","Czech Republic",16,19,14,14,18,16,26,NA,NA
"Montenegro","The Netherlands",18,8,26,21,20,22,23,NA,NA
"Montenegro","Azerbaijan",6,22,13,15,24,15,4,NA,7
"Montenegro","Hungary",4,7,3,3,14,4,8,7,3
"Montenegro","Italy",12,18,25,20,15,20,7,NA,4
"Montenegro","Israel",11,9,24,18,9,12,20,NA,NA
"Montenegro","Bulgaria",5,11,12,19,11,9,6,2,5
"Montenegro","Sweden",26,21,23,26,17,25,15,NA,NA
"Montenegro","Germany",25,25,22,25,25,26,24,NA,NA
"Montenegro","France",15,4,7,8,6,6,10,5,1
"Montenegro","Poland",9,20,8,10,12,10,21,1,NA
"Montenegro","Australia",10,10,6,9,7,7,13,4,NA
"Montenegro","Cyprus",19,6,21,24,4,13,12,NA,NA
"Montenegro","Serbia",7,12,5,5,8,5,1,6,12
"Montenegro","Lithuania",21,17,20,12,16,18,9,NA,2
"Montenegro","Croatia",13,23,10,6,22,14,5,NA,6
"Montenegro","Russia",3,3,1,4,2,3,2,8,10
"Montenegro","Spain",24,16,19,17,10,19,19,NA,NA
"Montenegro","Latvia",17,24,18,13,23,23,14,NA,NA
"Montenegro","Ukraine",8,15,17,7,19,11,3,NA,8
"Montenegro","Malta",2,2,2,2,1,1,18,12,NA
"Montenegro","Georgia",20,13,16,23,21,21,22,NA,NA
"Montenegro","Austria",14,26,9,22,26,24,17,NA,NA
"Montenegro","United Kingdom",23,14,15,16,13,17,25,NA,NA
"Montenegro","Armenia",1,1,4,1,3,2,11,10,NA
"Norway","Belgium",8,9,1,8,12,6,9,5,2
"Norway","Czech Republic",12,11,13,14,5,11,26,NA,NA
"Norway","The Netherlands",4,7,5,2,10,5,11,6,NA
"Norway","Azerbaijan",14,8,16,18,20,17,22,NA,NA
"Norway","Hungary",26,25,26,26,17,25,17,NA,NA
"Norway","Italy",2,3,2,1,6,1,14,12,NA
"Norway","Israel",15,5,6,11,15,8,18,3,NA
"Norway","Bulgaria",1,2,7,15,1,3,6,8,5
"Norway","Sweden",13,6,11,12,14,12,4,NA,7
"Norway","Germany",23,20,23,23,22,23,19,NA,NA
"Norway","France",11,12,21,6,19,14,10,NA,1
"Norway","Poland",3,13,15,17,7,10,2,1,10
"Norway","Australia",5,10,3,3,4,2,3,10,8
"Norway","Cyprus",22,23,24,25,25,24,15,NA,NA
"Norway","Serbia",24,19,20,24,18,22,23,NA,NA
"Norway","Lithuania",6,17,4,4,24,9,1,2,12
"Norway","Croatia",18,18,18,13,8,16,25,NA,NA
"Norway","Russia",19,1,17,10,11,13,5,NA,6
"Norway","Spain",7,4,9,5,3,4,13,7,NA
"Norway","Latvia",17,15,19,19,16,19,8,NA,3
"Norway","Ukraine",9,21,10,9,2,7,7,4,4
"Norway","Malta",16,16,14,21,23,21,24,NA,NA
"Norway","Georgia",20,24,12,22,9,20,20,NA,NA
"Norway","Austria",21,14,22,7,21,18,12,NA,NA
"Norway","United Kingdom",10,22,8,16,13,15,16,NA,NA
"Norway","Armenia",25,26,25,20,26,26,21,NA,NA
"Poland","Belgium",11,14,17,9,21,16,14,NA,NA
"Poland","Czech Republic",5,11,21,10,7,7,19,4,NA
"Poland","The Netherlands",10,22,15,7,22,17,17,NA,NA
"Poland","Azerbaijan",14,20,24,14,20,22,20,NA,NA
"Poland","Hungary",22,19,6,20,10,18,5,NA,6
"Poland","Italy",17,9,13,17,12,15,16,NA,NA
"Poland","Israel",3,10,8,2,18,4,18,7,NA
"Poland","Bulgaria",9,18,16,8,6,8,8,3,3
"Poland","Sweden",18,4,5,22,15,12,2,NA,10
"Poland","Germany",23,8,23,21,13,21,21,NA,NA
"Poland","France",13,23,9,12,4,10,15,1,NA
"Poland","Australia",2,2,4,3,2,2,4,10,7
"Poland","Cyprus",25,24,12,24,23,25,10,NA,1
"Poland","Serbia",20,16,14,16,14,19,25,NA,NA
"Poland","Lithuania",4,7,19,5,24,9,11,2,NA
"Poland","Croatia",21,17,20,23,16,23,24,NA,NA
"Poland","Russia",19,3,7,18,17,13,3,NA,8
"Poland","Spain",12,13,3,19,3,6,12,5,NA
"Poland","Latvia",7,12,10,4,11,5,6,6,5
"Poland","Ukraine",1,1,1,1,1,1,1,12,12
"Poland","Malta",16,21,22,13,9,20,23,NA,NA
"Poland","Georgia",15,5,2,11,8,3,13,8,NA
"Poland","Austria",24,6,25,25,25,24,7,NA,4
"Poland","United Kingdom",6,25,11,6,19,14,22,NA,NA
"Poland","Armenia",8,15,18,15,5,11,9,NA,2
"Russia","Belgium",22,23,22,4,13,20,22,NA,NA
"Russia","Czech Republic",18,22,5,13,14,14,23,NA,NA
"Russia","The Netherlands",8,5,24,18,15,12,20,NA,NA
"Russia","Azerbaijan",2,2,3,3,1,2,5,10,6
"Russia","Hungary",12,15,12,19,2,10,12,1,NA
"Russia","Italy",20,8,13,8,12,11,14,NA,NA
"Russia","Israel",23,24,25,24,22,25,17,NA,NA
"Russia","Bulgaria",13,16,15,21,19,21,11,NA,NA
"Russia","Sweden",14,17,7,14,20,15,9,NA,2
"Russia","Germany",15,13,14,15,21,18,21,NA,NA
"Russia","France",5,9,4,10,6,4,8,7,3
"Russia","Poland",10,25,23,25,24,23,6,NA,5
"Russia","Australia",24,6,10,9,8,9,7,2,4
"Russia","Cyprus",4,7,11,12,10,7,4,4,7
"Russia","Serbia",19,21,20,20,23,22,16,NA,NA
"Russia","Lithuania",11,3,19,22,16,13,18,NA,NA
"Russia","Croatia",17,18,18,11,11,16,24,NA,NA
"Russia","Spain",16,19,6,17,18,17,15,NA,NA
"Russia","Latvia",7,20,9,5,5,8,10,3,1
"Russia","Ukraine",25,14,21,23,25,24,2,NA,10
"Russia","Malta",1,12,2,2,4,3,19,8,NA
"Russia","Georgia",9,4,16,7,7,6,13,5,NA
"Russia","Austria",21,11,17,16,17,19,3,NA,8
"Russia","United Kingdom",6,10,8,6,9,5,25,6,NA
"Russia","Armenia",3,1,1,1,3,1,1,12,12
"San Marino","Belgium",26,12,8,8,21,16,20,NA,NA
"San Marino","Czech Republic",25,5,2,17,22,14,24,NA,NA
"San Marino","The Netherlands",18,2,3,2,23,7,17,4,NA
"San Marino","Azerbaijan",23,20,15,18,20,24,12,NA,NA
"San Marino","Hungary",10,15,6,16,19,9,10,2,1
"San Marino","Italy",9,1,7,1,17,2,13,10,NA
"San Marino","Israel",12,14,17,15,24,21,21,NA,NA
"San Marino","Bulgaria",16,24,19,3,16,17,8,NA,3
"San Marino","Sweden",20,22,20,19,15,25,7,NA,4
"San Marino","Germany",14,19,21,13,25,23,22,NA,NA
"San Marino","France",8,16,22,5,18,13,14,NA,NA
"San Marino","Poland",21,9,23,21,26,26,4,NA,7
"San Marino","Australia",5,13,24,12,14,12,6,NA,5
"San Marino","Cyprus",4,6,12,11,13,6,15,5,NA
"San Marino","Serbia",15,17,26,14,12,22,25,NA,NA
"San Marino","Lithuania",7,26,14,24,11,20,3,NA,8
"San Marino","Croatia",19,4,18,23,9,15,26,NA,NA
"San Marino","Russia",2,23,4,4,10,4,2,7,10
"San Marino","Spain",6,21,9,22,8,11,19,NA,NA
"San Marino","Latvia",24,25,13,9,7,19,5,NA,6
"San Marino","Ukraine",3,3,1,6,1,1,1,12,12
"San Marino","Malta",22,18,10,7,6,8,23,3,NA
"San Marino","Georgia",1,8,11,20,4,5,18,6,NA
"San Marino","Austria",13,10,16,25,2,10,11,1,NA
"San Marino","United Kingdom",11,11,5,10,5,3,16,8,NA
"San Marino","Armenia",17,7,25,26,3,18,9,NA,2
"Serbia","Belgium",23,10,10,12,7,13,6,NA,5
"Serbia","Czech Republic",17,19,17,23,22,21,24,NA,NA
"Serbia","The Netherlands",10,5,9,13,6,6,18,5,NA
"Serbia","Azerbaijan",11,16,15,22,21,17,21,NA,NA
"Serbia","Hungary",20,21,18,21,20,22,2,NA,10
"Serbia","Italy",14,12,11,4,19,12,15,NA,NA
"Serbia","Israel",8,2,2,14,5,4,16,7,NA
"Serbia","Bulgaria",6,14,4,8,14,7,3,4,8
"Serbia","Sweden",22,22,24,20,24,25,10,NA,1
"Serbia","Germany",24,23,19,15,23,23,23,NA,NA
"Serbia","France",19,18,22,16,13,19,12,NA,NA
"Serbia","Poland",9,15,16,9,10,11,13,NA,NA
"Serbia","Australia",3,6,8,7,8,5,5,6,6
"Serbia","Cyprus",12,20,23,19,17,20,8,NA,3
"Serbia","Lithuania",7,8,7,3,2,3,20,8,NA
"Serbia","Croatia",15,24,13,24,11,18,7,NA,4
"Serbia","Russia",13,11,6,11,15,10,1,1,12
"Serbia","Spain",4,17,20,10,16,15,14,NA,NA
"Serbia","Latvia",16,13,5,17,12,14,19,NA,NA
"Serbia","Ukraine",1,1,3,1,1,1,4,12,7
"Serbia","Malta",2,3,1,2,3,2,22,10,NA
"Serbia","Georgia",25,9,21,5,18,16,17,NA,NA
"Serbia","Austria",18,25,25,18,25,24,11,NA,NA
"Serbia","United Kingdom",5,4,12,25,9,9,25,2,NA
"Serbia","Armenia",21,7,14,6,4,8,9,3,2
"Slovenia","Belgium",7,3,2,3,10,3,11,8,NA
"Slovenia","Czech Republic",26,22,16,18,17,22,26,NA,NA
"Slovenia","The Netherlands",18,13,7,12,9,10,16,1,NA
"Slovenia","Azerbaijan",24,24,22,25,19,25,25,NA,NA
"Slovenia","Hungary",4,4,18,13,11,8,14,3,NA
"Slovenia","Italy",15,15,26,19,25,23,10,NA,1
"Slovenia","Israel",19,12,14,5,7,9,20,2,NA
"Slovenia","Bulgaria",2,2,11,1,6,2,9,10,2
"Slovenia","Sweden",21,11,10,10,15,15,6,NA,5
"Slovenia","Germany",25,26,20,26,18,26,23,NA,NA
"Slovenia","France",5,5,15,17,22,13,12,NA,NA
"Slovenia","Poland",20,25,25,20,2,19,7,NA,4
"Slovenia","Australia",10,7,4,2,14,5,8,6,3
"Slovenia","Cyprus",6,18,23,7,5,11,17,NA,NA
"Slovenia","Serbia",12,8,6,9,12,6,1,5,12
"Slovenia","Lithuania",11,21,9,24,4,16,13,NA,NA
"Slovenia","Croatia",9,14,12,14,13,12,3,NA,8
"Slovenia","Russia",17,19,24,16,1,17,2,NA,10
"Slovenia","Spain",23,20,13,11,24,18,18,NA,NA
"Slovenia","Latvia",1,9,5,4,8,4,15,7,NA
"Slovenia","Ukraine",3,1,1,6,3,1,4,12,7
"Slovenia","Malta",14,23,19,21,23,24,24,NA,NA
"Slovenia","Georgia",8,10,8,15,26,14,21,NA,NA
"Slovenia","Austria",13,16,21,23,21,20,5,NA,6
"Slovenia","United Kingdom",22,17,17,22,20,21,22,NA,NA
"Slovenia","Armenia",16,6,3,8,16,7,19,4,NA
"Spain","Belgium",6,18,5,22,21,15,11,NA,NA
"Spain","Czech Republic",17,13,19,11,4,11,23,NA,NA
"Spain","The Netherlands",2,15,10,2,18,8,13,3,NA
"Spain","Azerbaijan",22,12,6,13,5,9,22,2,NA
"Spain","Hungary",10,1,2,4,7,2,16,10,NA
"Spain","Italy",9,10,7,9,6,6,8,5,3
"Spain","Israel",18,4,11,10,17,10,19,1,NA
"Spain","Bulgaria",12,21,16,8,10,12,1,NA,12
"Spain","Sweden",4,5,17,23,20,14,10,NA,1
"Spain","Germany",21,20,20,21,22,23,17,NA,NA
"Spain","France",3,11,3,3,12,4,2,7,10
"Spain","Poland",23,22,21,19,23,25,6,NA,5
"Spain","Australia",11,3,4,6,3,3,7,8,4
"Spain","Cyprus",20,17,24,12,8,19,14,NA,NA
"Spain","Serbia",16,8,22,20,15,18,25,NA,NA
"Spain","Lithuania",25,24,15,17,9,21,12,NA,NA
"Spain","Croatia",19,16,13,18,13,17,24,NA,NA
"Spain","Russia",14,6,8,14,1,7,3,4,8
"Spain","Latvia",8,14,12,15,19,13,18,NA,NA
"Spain","Ukraine",13,19,18,16,16,20,4,NA,7
"Spain","Malta",5,9,9,5,11,5,21,6,NA
"Spain","Georgia",7,23,25,25,25,24,20,NA,NA
"Spain","Austria",24,25,14,24,14,22,9,NA,2
"Spain","United Kingdom",15,7,23,7,24,16,15,NA,NA
"Spain","Armenia",1,2,1,1,2,1,5,12,6
"Sweden","Belgium",9,13,9,10,16,11,13,NA,NA
"Sweden","Czech Republic",6,8,11,7,18,8,25,3,NA
"Sweden","The Netherlands",5,10,12,6,3,6,9,5,2
"Sweden","Azerbaijan",12,1,4,2,6,2,24,10,NA
"Sweden","Hungary",18,14,17,18,19,18,17,NA,NA
"Sweden","Italy",17,23,24,13,15,20,16,NA,NA
"Sweden","Israel",21,16,10,19,5,15,15,NA,NA
"Sweden","Bulgaria",19,7,14,17,4,13,7,NA,4
"Sweden","Germany",20,25,23,16,20,23,21,NA,NA
"Sweden","France",2,9,5,3,10,3,8,8,3
"Sweden","Poland",25,24,25,20,21,25,2,NA,10
"Sweden","Australia",1,5,1,1,1,1,1,12,12
"Sweden","Cyprus",24,22,13,23,12,21,14,NA,NA
"Sweden","Serbia",16,20,19,22,22,22,18,NA,NA
"Sweden","Lithuania",13,18,7,12,2,9,5,2,6
"Sweden","Croatia",8,15,18,11,7,12,22,NA,NA
"Sweden","Russia",7,6,8,4,8,5,3,6,8
"Sweden","Spain",15,2,2,14,23,10,10,1,1
"Sweden","Latvia",14,12,16,25,17,17,11,NA,NA
"Sweden","Ukraine",3,19,20,21,13,16,4,NA,7
"Sweden","Malta",4,4,3,8,14,4,23,7,NA
"Sweden","Georgia",23,17,22,24,24,24,20,NA,NA
"Sweden","Austria",10,21,21,5,9,14,6,NA,5
"Sweden","United Kingdom",22,11,15,15,25,19,19,NA,NA
"Sweden","Armenia",11,3,6,9,11,7,12,4,NA
"Switzerland","Belgium",7,1,5,3,5,2,14,10,NA
"Switzerland","Czech Republic",21,12,8,18,21,16,24,NA,NA
"Switzerland","The Netherlands",5,13,10,6,11,6,12,5,NA
"Switzerland","Azerbaijan",19,23,9,21,19,20,25,NA,NA
"Switzerland","Hungary",14,25,11,22,25,22,16,NA,NA
"Switzerland","Italy",3,3,20,19,9,9,4,2,7
"Switzerland","Israel",4,10,2,4,6,3,21,8,NA
"Switzerland","Bulgaria",13,9,1,20,17,10,13,1,NA
"Switzerland","Sweden",12,18,12,12,7,11,11,NA,NA
"Switzerland","Germany",15,14,6,23,18,15,3,NA,8
"Switzerland","France",17,17,16,11,22,18,8,NA,3
"Switzerland","Poland",24,24,13,24,23,25,6,NA,5
"Switzerland","Australia",6,2,3,2,1,1,10,12,1
"Switzerland","Cyprus",25,22,15,25,20,24,19,NA,NA
"Switzerland","Serbia",18,7,14,10,16,13,1,NA,12
"Switzerland","Lithuania",2,11,4,9,4,4,18,7,NA
"Switzerland","Croatia",23,16,22,26,26,26,15,NA,NA
"Switzerland","Russia",8,26,21,13,12,17,5,NA,6
"Switzerland","Spain",11,20,17,15,8,14,9,NA,2
"Switzerland","Latvia",20,4,7,7,10,8,20,3,NA
"Switzerland","Ukraine",10,5,18,1,3,5,7,6,4
"Switzerland","Malta",16,21,23,17,15,21,26,NA,NA
"Switzerland","Georgia",26,6,26,16,24,23,23,NA,NA
"Switzerland","Austria",1,15,24,5,2,7,2,4,10
"Switzerland","United Kingdom",9,8,19,14,13,12,22,NA,NA
"Switzerland","Armenia",22,19,25,8,14,19,17,NA,NA
"The Netherlands","Belgium",11,13,2,6,17,7,1,4,12
"The Netherlands","Czech Republic",24,6,12,7,10,11,24,NA,NA
"The Netherlands","Azerbaijan",12,12,14,15,4,10,23,1,NA
"The Netherlands","Hungary",23,11,15,10,18,17,13,NA,NA
"The Netherlands","Italy",7,5,7,14,9,5,20,6,NA
"The Netherlands","Israel",10,4,5,4,16,4,18,7,NA
"The Netherlands","Bulgaria",22,7,19,23,7,18,10,NA,1
"The Netherlands","Sweden",5,2,9,1,1,2,9,10,2
"The Netherlands","Germany",8,14,20,25,12,19,19,NA,NA
"The Netherlands","France",17,8,6,11,6,6,7,5,4
"The Netherlands","Poland",16,25,24,21,25,25,2,NA,10
"The Netherlands","Australia",1,3,1,2,3,1,6,12,5
"The Netherlands","Cyprus",13,23,21,5,14,16,15,NA,NA
"The Netherlands","Serbia",15,16,16,17,24,20,21,NA,NA
"The Netherlands","Lithuania",21,21,23,8,21,22,12,NA,NA
"The Netherlands","Croatia",3,24,10,18,5,12,25,NA,NA
"The Netherlands","Russia",20,15,8,3,19,13,8,NA,3
"The Netherlands","Spain",9,9,17,20,13,14,11,NA,NA
"The Netherlands","Latvia",2,17,22,19,15,15,17,NA,NA
"The Netherlands","Ukraine",4,22,11,12,2,8,4,3,7
"The Netherlands","Malta",14,20,13,22,20,21,22,NA,NA
"The Netherlands","Georgia",19,19,25,16,23,23,16,NA,NA
"The Netherlands","Austria",6,1,3,13,8,3,5,8,6
"The Netherlands","United Kingdom",25,18,18,24,22,24,14,NA,NA
"The Netherlands","Armenia",18,10,4,9,11,9,3,2,8
"Ukraine","Belgium",5,3,1,1,1,2,18,10,NA
"Ukraine","Czech Republic",15,15,14,12,18,14,21,NA,NA
"Ukraine","The Netherlands",16,16,13,7,14,12,22,NA,NA
"Ukraine","Azerbaijan",2,4,3,4,11,4,2,7,10
"Ukraine","Hungary",9,10,5,17,6,9,13,2,NA
"Ukraine","Italy",20,23,21,16,21,21,17,NA,NA
"Ukraine","Israel",3,5,6,3,7,5,16,6,NA
"Ukraine","Bulgaria",12,9,10,15,5,10,9,1,2
"Ukraine","Sweden",10,7,9,8,8,7,10,4,1
"Ukraine","Germany",22,24,23,23,24,24,20,NA,NA
"Ukraine","France",14,11,22,13,10,13,14,NA,NA
"Ukraine","Poland",6,12,16,9,9,11,3,NA,8
"Ukraine","Australia",7,6,8,11,2,6,7,5,4
"Ukraine","Cyprus",23,25,25,25,25,25,11,NA,NA
"Ukraine","Serbia",17,13,18,14,20,17,25,NA,NA
"Ukraine","Lithuania",1,1,2,2,3,1,8,12,3
"Ukraine","Croatia",25,22,17,18,22,23,24,NA,NA
"Ukraine","Russia",21,21,24,24,12,22,1,NA,12
"Ukraine","Spain",11,14,12,20,23,16,15,NA,NA
"Ukraine","Latvia",4,2,4,6,4,3,6,8,5
"Ukraine","Malta",18,17,20,22,19,20,19,NA,NA
"Ukraine","Georgia",8,8,11,5,15,8,5,3,6
"Ukraine","Austria",19,19,15,19,16,19,12,NA,NA
"Ukraine","United Kingdom",24,18,19,10,13,18,23,NA,NA
"Ukraine","Armenia",13,20,7,21,17,15,4,NA,7
"United Kingdom","Belgium",14,3,20,10,7,11,14,NA,NA
"United Kingdom","Czech Republic",12,17,17,15,24,19,22,NA,NA
"United Kingdom","The Netherlands",8,19,15,8,17,14,12,NA,NA
"United Kingdom","Azerbaijan",25,23,25,21,22,25,23,NA,NA
"United Kingdom","Hungary",4,14,23,20,15,16,16,NA,NA
"United Kingdom","Italy",13,20,18,22,25,22,20,NA,NA
"United Kingdom","Israel",5,5,14,9,19,8,17,3,NA
"United Kingdom","Bulgaria",10,4,21,3,9,6,3,5,8
"United Kingdom","Sweden",24,25,9,25,23,24,10,NA,1
"United Kingdom","Germany",19,24,19,23,14,23,21,NA,NA
"United Kingdom","France",6,10,5,7,11,5,11,6,NA
"United Kingdom","Poland",16,21,24,14,8,18,2,NA,10
"United Kingdom","Australia",3,6,6,4,12,3,5,8,6
"United Kingdom","Cyprus",1,7,2,11,16,4,9,7,2
"United Kingdom","Serbia",9,11,16,6,10,9,24,2,NA
"United Kingdom","Lithuania",7,8,13,19,3,7,1,4,12
"United Kingdom","Croatia",21,12,10,5,6,10,25,1,NA
"United Kingdom","Russia",20,16,11,13,2,13,4,NA,7
"United Kingdom","Spain",17,18,22,16,21,21,7,NA,4
"United Kingdom","Latvia",22,9,4,12,20,15,8,NA,3
"United Kingdom","Ukraine",11,1,1,1,5,2,6,10,5
"United Kingdom","Malta",18,13,8,17,4,12,15,NA,NA
"United Kingdom","Georgia",2,2,3,2,1,1,19,12,NA
"United Kingdom","Austria",23,15,12,18,13,17,13,NA,NA
"United Kingdom","Armenia",15,22,7,24,18,20,18,NA,NA
